4	0	2	3	1056.469	0.00919		21	145.0e7
4	0	5	4	1057.379	0.0140		9	145.0e7
4	0	3	4	1060.580	0.00930		9	145.0e7
4	0	6	5	1061.697	0.0121		33	145.0e7
4	0	4	5	1065.594	0.00931		33	145.0e7
4	0	7	6	1066.891	0.0119		13	145.0e7
4	0	5	6	1071.497	0.0102		13	145.0e7
4	0	8	7	1072.990	0.0117		45	145.0e7
4	0	6	7	1078.262	0.0102		45	145.0e7

5	0	1	0	1036.546	0.0271		1	137.0e7
5	0	2	1	1037.146	0.0185		9	137.0e7
5	0	0	1	1038.156	0.00856		9	137.0e7
5	0	3	2	1038.690	0.0170		5	137.0e7
5	0	1	2	1040.367	0.00998		5	137.0e7
5	0	4	3	1041.156	0.0164		21	137.0e7
5	0	2	3	1043.498	0.0104		21	137.0e7
5	0	5	4	1044.546	0.0162		9	137.0e7
5	0	3	4	1047.554	0.0105		9	137.0e7
5	0	6	5	1048.835	0.0139		33	137.0e7
5	0	4	5	1052.499	0.0105		33	137.0e7
5	0	7	6	1053.978	0.0136		13	137.0e7
5	0	5	6	1058.319	0.0116		13	137.0e7
5	0	8	7	1059.992	0.0134		45	137.0e7
5	0	6	7	1064.988	0.0117		45	137.0e7

6	0	1	0	1024.364	0.0288		1	130.0e7
6	0	2	1	1024.986	0.0198		9	130.0e7
6	0	0	1	1025.932	0.00900		9	130.0e7
6	0	3	2	1026.532	0.0182		5	130.0e7
6	0	1	2	1028.103	0.0104		5	130.0e7
6	0	4	3	1028.986	0.0177		21	130.0e7
6	0	2	3	1031.191	0.0108		21	130.0e7
6	0	5	4	1032.356	0.0175		9	130.0e7
6	0	3	4	1035.184	0.0108		9	130.0e7
6	0	6	5	1036.546	0.0146		33	130.0e7
6	0	4	5	1040.062	0.0107		33	130.0e7
6	0	7	6	1041.711	0.0143		13	130.0e7
6	0	5	6	1045.805	0.0122		13	130.0e7
6	0	8	7	1047.666	0.0141		45	130.0e7
6	0	6	7	1052.386	0.0123		45	130.0e7

7	0	1	0	1012.822	0.0297		1	120.0e7
7	0	2	1	1013.434	0.0205		9	120.0e7
7	0	0	1	1014.334	0.00890		9	120.0e7
7	0	3	2	1014.977	0.0189		5	120.0e7
7	0	1	2	1016.472	0.0101		5	120.0e7
7	0	4	3	1017.428	0.0184		21	120.0e7
7	0	2	3	1019.506	0.0102		21	120.0e7
7	0	5	4	1020.768	0.0181		9	120.0e7
7	0	3	4	1023.433	0.0101		9	120.0e7
7	0	6	5	1024.991	0.0144		33	120.0e7
7	0	4	5	1028.255	0.00998		33	120.0e7
7	0	7	6	1030.064	0.0142		13	120.0e7
7	0	5	6	1033.924	0.0121		13	120.0e7
7	0	8	7	1035.964	0.0139		45	120.0e7
7	0	6	7	1040.428	0.0121		45	120.0e7

8	0	1	0	1001.826	0.0266		1	114.0e7
8	0	2	1	1002.457	0.0181		9	114.0e7
8	0	0	1	1003.304	0.00840		9	114.0e7
8	0	3	2	1003.989	0.0164		5	114.0e7
8	0	1	2	1005.397	0.00978		5	114.0e7
8	0	4	3	1006.418	0.0154		21	114.0e7
8	0	2	3	1008.392	0.0102		21	114.0e7
8	0	5	4	1009.721	0.00136		9	114.0e7
8	0	3	4	1012.261	0.0104		9	114.0e7
8	0	6	5	1014.245	0.0136		33	114.0e7
8	0	4	5	1017.009	0.0107		33	114.0e7
8	0	7	6	1019.101	0.0133		13	114.0e7
8	0	5	6	1022.563	0.0114		13	114.0e7
8	0	8	7	1024.980	0.0131		45	114.0e7
8	0	6	7	1029.397	0.0115		45	114.0e7

9	0	1	0	991.394		0.0259		1	107.0e7
9	0	2	1	992.022		0.0180		9	107.0e7
9	0	0	1	992.813		0.00765		9	107.0e7
9	0	3	2	993.549		0.0166		5	107.0e7
9	0	1	2	994.876		0.00858		5	107.0e7
9	0	4	3	995.975		0.0161		21	107.0e7
9	0	2	3	997.829		0.00864		21	107.0e7
9	0	5	4	999.273		0.0158		9	107.0e7
9	0	3	4	1001.659	0.00849		9	107.0e7
9	0	6	5	1003.431	0.0124		33	107.0e7
9	0	4	5	1006.346	0.00832		33	107.0e7
9	0	7	6	1008.418	0.0122		13	107.0e7
9	0	5	6	1011.874	0.0104		13	107.0e7
9	0	8	7	1014.216	0.0120		45	107.0e7
9	0	6	7	1018.218	0.0104		45	107.0e7

10	0	1	0	981.441		0.0204		1	103.0e7
10	0	2	1	982.074		0.0133		9	103.0e7
10	0	0	1	982.383		0.00678		9	103.0e7
10	0	3	2	983.595		0.0112		5	103.0e7
10	0	1	2	984.866		0.00811		5	103.0e7
10	0	4	3	985.967		0.00780		21	103.0e7
10	0	2	3	987.770		0.00879		21	103.0e7
10	0	5	4	989.559		0.0302		9	103.0e7
10	0	3	4	991.535		0.00964		9	103.0e7
10	0	6	5	993.492		0.0110		33	103.0e7
10	0	4	5	996.121		0.0121		33	103.0e7
10	0	7	6	998.395		0.0108		13	103.0e7
10	0	5	6	1001.907	0.00921		13	103.0e7
10	0	8	7	1004.132	0.0106		45	103.0e7
10	0	6	7	1007.971	0.00925		45	103.0e7

11	0	1	0	971.984		0.0197		1	98.7e7
11	0	2	1	972.625		0.0137		9	98.7e7
11	0	0	1	973.348		0.00587		9	98.7e7
11	0	3	2	974.156		0.0125		5	98.7e7
11	0	1	2	975.343		0.00663		5	98.7e7
11	0	4	3	976.552		0.0121		21	98.7e7
11	0	2	3	978.216		0.00667		21	98.7e7
11	0	5	4	979.806		0.0117		9	98.7e7
11	0	3	4	981.950		0.00661		9	98.7e7
11	0	6	5	983.901		0.00951		33	98.7e7
11	0	4	5	986.520		0.00653		33	98.7e7
11	0	7	6	988.804		0.00934		13	98.7e7
11	0	5	6	991.919		0.00798		13	98.7e7
11	0	8	7	994.495		0.00920		45	98.7e7
11	0	6	7	998.114		0.00802		45	98.7e7

12	0	1	0	962.978		0.0129		1	94.8e7
12	0	2	1	963.609		0.00686		9	94.8e7
12	0	0	1	964.312		0.00501		9	94.8e7
12	0	3	2	964.988		0.00151		5	94.8e7
12	0	1	2	966.272		0.00646		5	94.8e7
12	0	4	3	967.674		0.0215		21	94.8e7
12	0	2	3	969.086		0.00803		21	94.8e7
12	0	5	4	970.835		0.0147		9	94.8e7
12	0	3	4	972.625		0.0130		9	94.8e7
12	0	6	5	974.884		0.00811		33	94.8e7
12	0	4	5	977.460		0.00040		33	94.8e7
12	0	7	6	979.725		0.00797		13	94.8e7
12	0	5	6	982.718		0.00681		13	94.8e7
12	0	8	7	985.370		0.00784		45	94.8e7
12	0	6	7	988.821		0.00684		45	94.8e7

13	0	1	0	954.419		0.0138		1	91.2e7
13	0	2	1	955.067		0.00946		9	91.2e7
13	0	0	1	955.711		0.00422		9	91.2e7
13	0	3	2	956.681		0.00862		5	91.2e7
13	0	1	2	957.654		0.00482		5	91.2e7
13	0	4	3	958.949		0.00817		21	91.2e7
13	0	2	3	960.452		0.00493		21	91.2e7
13	0	5	4	962.154		0.00773		9	91.2e7
13	0	3	4	964.091		0.00495		9	91.2e7
13	0	6	5	966.176		0.00682		33	91.2e7
13	0	4	5	968.558		0.00499		33	91.2e7
13	0	7	6	970.994		0.00670		13	91.2e7
13	0	5	6	973.828		0.00573		13	91.2e7
13	0	8	7	976.581		0.00660		45	91.2e7
13	0	6	7	979.880		0.00576		45	91.2e7

14	0	1	0	946.170		0.00110		1	88.3e7
14	0	2	1	946.986		0.00187		9	88.3e7
14	0	0	1	947.517		0.00351		9	88.3e7
14	0	3	2	948.472		0.0121		5	88.3e7
14	0	1	2	949.355		0.00908		5	88.3e7
14	0	4	3	950.820		0.00993		21	88.3e7
14	0	2	3	952.276		0.000706	21	88.3e7
14	0	5	4	954.006		0.00886		9	88.3e7
14	0	3	4	955.855		0.00174		9	88.3e7
14	0	6	5	957.998		0.00569		33	88.3e7
14	0	4	5	960.265		0.00225		33	88.3e7
14	0	7	6	962.791		0.00559		13	88.3e7
14	0	5	6	965.477		0.00477		13	88.3e7
14	0	8	7	968.353		0.00550		45	88.3e7
14	0	6	7	971.469		0.00480		45	88.3e7
					
15	0	1	00	938.468		0.00919		1	85.7e7
15	0	2	01	939.124		0.00620		9	85.7e7
15	0	0	01	939.710		0.00291		9	85.7e7
15	0	3	02	940.627		0.00554		5	85.7e7
15	0	1	02	941.601		0.00338		5	85.7e7
15	0	4	03	942.966		0.00509		21	85.7e7
15	0	2	03	944.331		0.00354		21	85.7e7
15	0	5	04	946.129		0.00454		9	85.7e7
15	0	3	04	947.887		0.00365		9	85.7e7
15	0	6	05	950.102		0.00470		33	85.7e7
15	0	4	05	952.256		0.00383		33	85.7e7
15	0	7	06	954.862		0.00462		13	85.7e7
15	0	5	06	957.417		0.00395		13	85.7e7
15	0	8	07	960.384		0.00455		45	85.7e7
15	0	6	07	963.351		0.00396		45	85.7e7

16	0	1	0	931.063		0.0102		1	82.9e7
16	0	2	1	931.732		0.00706		9	82.9e7
16	0	0	1	932.270		0.00239		9	82.9e7
16	0	3	2	933.243		0.00628		5	82.9e7
16	0	1	2	934.146		0.00227		5	82.9e7
16	0	4	3	935.578		0.00580		21	82.9e7
16	0	2	3	936.859		0.00209		21	82.9e7
16	0	5	4	938.733		0.00542		9	82.9e7
16	0	3	4	940.389		0.00203		9	82.9e7
16	0	6	5	942.678		0.00387		33	82.9e7
16	0	4	5	944.730		0.00204		33	82.9e7
16	0	7	6	947.394		0.00380		13	82.9e7
16	0	5	6	949.845		0.00325		13	82.9e7
16	0	8	7	952.853		0.00374		45	82.9e7
16	0	6	7	955.719		0.00327		45	82.9e7
		
17	0	1	0	923.986		0.00590		1	81.1e7
17	0	2	1	924.643		0.00387		9	81.1e7
17	0	0	1	925.173		0.00196		9	81.1e7
17	0	3	2	926.135		0.00332		5	81.1e7
17	0	1	2	927.020		0.00235		5	81.1e7
17	0	4	3	928.437		0.00283		21	81.1e7
17	0	2	3	929.688		0.00254		21	81.1e7
17	0	5	4	931.605		0.00204		9	81.1e7
17	0	3	4	933.185		0.00273		9	81.1e7
17	0	6	5	935.537		0.00317		33	81.1e7
17	0	4	5	937.475		0.00307		33	81.1e7
17	0	7	6	940.243		0.00312		13	81.1e7
17	0	5	6	942.547		0.00267		13	81.1e7
17	0	8	7	945.699		0.00307		45	81.1e7
17	0	6	7	948.380		0.00268		45	81.1e7

18	0	1	0	917.245		0.00587		1	78.8e7
18	0	2	1	917.918		0.00408		9	78.8e7
18	0	0	1	918.411		0.00160		9	78.8e7
18	0	3	2	919.410		0.00371		5	78.8e7
18	0	1	2	920.242		0.00171		5	78.8e7
18	0	4	3	921.728		0.00348		21	78.8e7
18	0	2	3	922.893		0.00166		21	78.8e7
18	0	5	4	924.858		0.00326		9	78.8e7
18	0	3	4	926.355		0.00161		9	78.8e7
18	0	6	5	928.770		0.00260		33	78.8e7
18	0	4	5	930.610		0.00161		33	78.8e7
18	0	7	6	933.451		0.00255		13	78.8e7
18	0	5	6	935.641		0.00218		13	78.8e7
18	0	8	7	938.876		0.00251		45	78.8e7
18	0	6	7	941.427		0.00219		45	78.8e7

19	0	1	0	910.820		0.00366		1	77.3e7
19	0	2	1	911.481		0.00226		9	77.3e7	
19	0	0	1	911.968		0.00131		9	77.3e7
19	0	3	2	912.954		0.00175		5	77.3e7
19	0	1	2	913.773		0.00163		5	77.3e7
19	0	4	3	915.214		0.00110		21	77.3e7
19	0	2	3	916.385		0.00186		21	77.3e7
19	0	5	4	918.384		0.000016	9	77.3e7	
19	0	3	4	919.818		0.00217		9	77.3e7
19	0	6	5	922.276		0.00212		33	77.3e7
19	0	4	5	924.030		0.00288		33	77.3e7
19	0	7	6	926.937		0.00208		13	77.3e7
19	0	5	6	929.016		0.00178		13	77.3e7
19	0	8	7	932.345		0.00205		45	77.3e7
19	0	6	7	934.755		0.00179		45	77.3e7

20	0	1	0	904.709		0.00363		1	75.7e7
20	0	2	1	905.376		0.00248		9	75.7e7
20	0	0	1	905.828		0.00107		9	75.7e7
20	0	3	2	906.863		0.00224		5	75.7e7
20	0	1	2	907.616		0.00120		5	75.7e7
20	0	4	3	909.154		0.00208		21	75.7e7
20	0	2	3	910.212		0.00121		21	75.7e7
20	0	5	4	912.240		0.00192		9	75.7e7
20	0	3	4	913.609		0.00120		9	75.7e7
20	0	6	5	916.103		0.00173		33	75.7e7
20	0	4	5	917.798		0.00123		33	75.7e7
20	0	7	6	920.776		0.00170		13	75.7e7
20	0	5	6	922.749		0.00146		13	75.7e7
20	0	8	7	926.158		0.00168		45	75.7e7
20	0	6	7	928.448		0.00146		45	75.7e7

0	0	1	0	1008.553	0.0448		1	118.0e7
0	0	2	1	1008.502	0.0213		9	118.0e7
0	0	1	1	1009.772	0.0238		9	118.0e7
0	0	3	2	1009.030	0.0165		5	118.0e7
0	0	2	2	1010.941	0.0238		5	118.0e7
0	0	1	2	1012.173	0.00530		5	118.0e7
0	0	4	3	1010.132	0.0147		21	118.0e7
0	0	3	3	1012.681	0.0237		21	118.0e7
0	0	2	3	1014.509	0.00781		21	118.0e7
0	0	5	4	1011.817	0.0150		9	118.0e7
0	0	4	4	1014.980	0.0237		9	118.0e7
0	0	3	4	1017.390	0.00920		9	118.0e7
0	0	6	5	1013.480	0.0151		33	118.0e7
0	0	5	5	1017.836	0.0236		33	118.0e7
0	0	4	5	1020.801	0.00981		33	118.0e7

1	0	1	0	985.632		0.0696		1	115.9e7
1	0	2	1	985.651		0.0336		9	115.9e7
1	0	1	1	986.798		0.0364		9	115.9e7
1	0	3	2	986.246		0.0269		5	115.9e7
1	0	2	2	987.978		0.0363		5	115.9e7
1	0	1	2	989.082		0.00790		5	115.9e7
1	0	4	3	987.450		0.0264		21	115.9e7
1	0	3	3	989.727		0.0363		21	115.9e7
1	0	2	3	991.388		0.0115		21	115.9e7
1	0	5	4	988.865		0.0014		9	115.9e7
1	0	4	4	992.018		0.0362		9	115.9e7
1	0	3	4	994.229		0.01304		9	115.9e7
1	0	6	5	992.052		0.0230		33	115.9e7
1	0	5	5	994.924		0.0361		33	115.9e7
1	0	4	5	997.640		0.0120		33	115.9e7

2	0	1	0	964.988		0.0688		1	113.9e7
2	0	2	1	965.067		0.0352		9	113.9e7
2	0	1	1	966.097		0.0349		9	113.9e7
2	0	3	2	965.793		0.0323		5	113.9e7
2	0	2	2	967.278		0.0348		5	113.9e7
2	0	1	2	968.293		0.00712		5	113.9e7
2	0	4	3	966.780		0.00787		21	113.9e7
2	0	3	3	969.047		0.0348		21	113.9e7
2	0	2	3	970.560		0.00951		21	113.9e7
2	0	5	4	968.664		0.0130		9	113.9e7
2	0	4	4	971.386		0.0347		9	113.9e7
2	0	3	4	973.450		0.00670		9	113.9e7
2	0	6	5	971.073		0.0221		33	113.9e7
2	0	5	5	974.286		0.0346		33	113.9e7
2	0	4	5	976.552		0.0213		33	113.9e7

3	0	1	0	946.425		0.0621		1	112.1e7
3	0	2	1	946.386		0.0129		9	112.1e7
3	0	1	1	947.425		0.0273		9	112.1e7
3	0	3	2	947.113		0.0133		5	112.1e7
3	0	2	2	948.618		0.0273		5	112.1e7
3	0	1	2	949.612		0.000895	5	112.1e7
3	0	4	3	948.418		0.0128		21	112.1e7
3	0	3	3	950.401		0.0273		21	112.1e7
3	0	2	3	951.672		0.0127		21	112.1e7
3	0	5	4	950.316		0.0125		9	112.1e7
3	0	4	4	952.758		0.0272		9	112.1e7
3	0	3	4	954.475		0.0134		9	112.1e7
3	0	6	5	952.807		0.0173		33	112.1e7
3	0	5	5	955.682		0.0271		33	112.1e7
3	0	4	5	957.819		0.0140		33	112.1e7

4	0	1	0	929.534		0.0339		1	110.5e7
4	0	2	1	929.687		0.0155		9	110.5e7
4	0	1	1	930.574		0.0194		9	110.5e7
4	0	3	2	930.448		0.0118		5	110.5e7
4	0	2	2	931.779		0.0193		5	110.5e7
4	0	1	2	932.606		0.00481		5	110.5e7
4	0	4	3	931.811		0.0105		21	110.5e7
4	0	3	3	933.581		0.0193		21	110.5e7
4	0	2	3	934.789		0.00716		21	110.5e7
4	0	5	4	933.790		0.0103		9	110.5e7
4	0	4	4	935.959		0.0192		9	110.5e7
4	0	3	4	937.553		0.00843		9	110.5e7
4	0	6	5	936.468		0.0122		33	110.5e7
4	0	5	5	938.904		0.0192		33	110.5e7
4	0	4	5	940.883		0.00902		33	110.5e7

5	0	1	0	914.398		0.0240		1	109.0e7
5	0	2	1	914.607		0.0113		9	109.0e7
5	0	1	1	914.405		0.0130		9	109.0e7
5	0	3	2	915.429		0.00875		5	109.0e7
5	0	2	2	916.617		0.0130		5	109.0e7
5	0	1	2	917.371		0.00300		5	109.0e7
5	0	4	3	916.877		0.00807		21	109.0e7
5	0	3	3	918.427		0.0129		21	109.0e7
5	0	2	3	919.545		0.00443		21	109.0e7
5	0	5	4	919.055		0.00845		9	109.0e7
5	0	4	4	920.829		0.0129		9	109.0e7
5	0	3	4	922.306		0.00514		9	109.0e7
5	0	6	5	921.365		0.00821		33	109.0e7
5	0	5	5	923.805		0.0129		33	109.0e7
5	0	4	5	925.583		0.00509		33	109.0e7

6	0	1	0	900.804		0.0162		1	107.8e7
6	0	2	1	901.071		0.00792		9	107.8e7
6	0	1	1	901.775		0.00849		9	107.8e7
6	0	3	2	901.978		0.00657		5	107.8e7
6	0	2	2	903.004		0.00848		5	107.8e7
6	0	1	2	903.689		0.00184		5	107.8e7
6	0	4	3	903.668		0.00595		21	107.8e7
6	0	3	3	904.837		0.00847		21	107.8e7
6	0	2	3	905.873		0.00259		21	107.8e7
6	0	5	4	905.320		0.00215		9	107.8e7
6	0	4	4	907.268		0.00844		9	107.8e7
6	0	3	4	908.654		0.00256		9	107.8e7
6	0	6	5	908.057		0.00537		33	107.8e7	
6	0	5	5	910.299		0.00841		33	107.8e7
6	0	4	5	911.892		0.000718	33	107.8e7
